t,at_risk,events,censored,S,S_lo,S_hi
0.08361111111111111,566,0,1,1.0,1.0,1.0
0.08388888888888889,565,0,1,1.0,1.0,1.0
0.085,564,0,1,1.0,1.0,1.0
0.08583333333333333,563,0,2,1.0,1.0,1.0
0.0913888888888889,561,0,1,1.0,1.0,1.0
0.0961111111111111,560,0,2,1.0,1.0,1.0
0.09805555555555556,558,0,1,1.0,1.0,1.0
0.10333333333333333,557,0,1,1.0,1.0,1.0
0.10805555555555556,556,0,2,1.0,1.0,1.0
0.10861111111111112,554,0,1,1.0,1.0,1.0
0.1125,553,0,1,1.0,1.0,1.0
0.11388888888888889,552,0,1,1.0,1.0,1.0
0.11527777777777778,551,0,1,1.0,1.0,1.0
0.11777777777777777,550,0,1,1.0,1.0,1.0
0.11861111111111111,549,0,1,1.0,1.0,1.0
0.11944444444444445,548,0,1,1.0,1.0,1.0
0.12,547,0,1,1.0,1.0,1.0
0.12083333333333333,546,0,1,1.0,1.0,1.0
0.12333333333333334,545,0,1,1.0,1.0,1.0
0.12694444444444444,544,0,1,1.0,1.0,1.0
0.1322222222222222,543,0,1,1.0,1.0,1.0
0.1338888888888889,542,0,1,1.0,1.0,1.0
0.13583333333333333,541,0,1,1.0,1.0,1.0
0.14222222222222222,540,0,1,1.0,1.0,1.0
0.14333333333333334,539,0,1,1.0,1.0,1.0
0.1436111111111111,538,0,1,1.0,1.0,1.0
0.14777777777777779,537,0,1,1.0,1.0,1.0
0.1525,536,0,1,1.0,1.0,1.0
0.15611111111111112,535,0,1,1.0,1.0,1.0
0.16194444444444445,534,0,1,1.0,1.0,1.0
0.16305555555555556,533,0,1,1.0,1.0,1.0
0.16944444444444445,532,0,1,1.0,1.0,1.0
0.17277777777777778,531,0,1,1.0,1.0,1.0
0.17833333333333334,530,0,1,1.0,1.0,1.0
0.18166666666666667,529,0,2,1.0,1.0,1.0
0.18388888888888888,527,0,1,1.0,1.0,1.0
0.1875,526,0,1,1.0,1.0,1.0
