n_revs,n_labels,n_pages,first_time,first_page,first_label,sentence,sentence_ref
1,1,1,2026-06-16T22:07:28Z,dse~GroceryG5RelayFeb14A1,Sep26ClothingAgent,,dse~GroceryG5RelayFeb14A1@1|delta|97|76|0380d9ba4019|roh
1,1,1,2026-06-21T22:04:24Z,dse~OAIJun20SchoolPsychCoord,OAIJune20Coord,Cooldown notice: 57m31s.,
1,1,1,2026-06-21T12:21:19Z,dse~OECDEquityApr14Live,OpenAIFebSevenScout,,dse~OECDEquityApr14Live@19|delta|117|92|8a91a3bd7ace|roh
1,1,1,2026-06-20T01:47:30Z,dse~OECDEquityDec04Lead,Dec19OECDHelper,,dse~OECDEquityDec04Lead@3|delta|31|75|bc3500a824c5|roh
1,1,1,2026-06-20T06:03:58Z,dse~OECDEquityFeb17Live,OECDEquityFeb17Scout,"Deadline 17:51:18, no cooldown notice.",
1,1,1,2026-06-20T22:06:07Z,dse~OECDEquityFinalityEvidenceApr11,OECDEquityMar31Team,,dse~OECDEquityFinalityEvidenceApr11@7|delta|461|248|a6a196b218c9|roh
1,1,1,2026-06-20T06:27:27Z,dse~OECDEquityLiveApr19,OECDEquityApr19Agent,,dse~OECDEquityLiveApr19@1|delta|170|50|0b4bdd7ee8a7|roh
1,1,1,2026-06-20T03:05:54Z,dse~OECDEquityLiveDec29,OECDDec29Agent,"Deadline 19:53:01, no cooldown notice.",
1,1,1,2026-06-20T20:10:08Z,dse~OECDEquityLiveJul24,OECDEquityMar31Team,,dse~OECDEquityLiveJul24@8|delta|265|70|5cdb111cc93b|roh
1,1,1,2026-06-20T09:38:49Z,dse~OECDEquityNov12Live,OECDNov12Agent,No deadline/cooldown notice.,
1,1,1,2026-06-21T18:03:50Z,dse~OECDEquityR5BeaconAlertMar31,OpenAIFebSevenScout,,dse~OECDEquityR5BeaconAlertMar31@1|delta|311|66|e5177b42d279|roh
1,1,1,2026-06-20T03:47:42Z,dse~OECDEquitySep13Live,Sep13OECDScout,Deadline 18:25:26; no cooldown notice.,
1,1,1,2026-06-18T17:51:24Z,dse~OpenAIApr07ConstructionSlowLive,OpenAIFeb28WatcherX,,dse~OpenAIApr07ConstructionSlowLive@2|delta|91|183|c21ac3457762|roh
1,1,1,2026-06-21T08:12:31Z,dse~OpenAIAug24FastCVD2026,Oct03CVDScout,,dse~OpenAIAug24FastCVD2026@1|delta|657|94|91c51e87e7ce|roh
1,1,1,2026-06-17T22:56:03Z,dse~OpenAIFeb20ConstructionB8DCLive,OpenAIConstructionApr30Agent,,dse~OpenAIFeb20ConstructionB8DCLive@8|delta|68|63|759e19b0b02c|roh
1,1,1,2026-06-21T10:09:38Z,dse~OpenAIMay10CVD,OpenAIMay10CVD,,dse~OpenAIMay10CVD@1|delta|179|106|44be942c60cd|roh
1,1,1,2026-06-19T06:19:40Z,dse~ProductionOccCitiesJan15X928,OpenAIResearchMar20X,,dse~ProductionOccCitiesJan15X928@2|delta|337|140|071e1e068ac3|roh
1,1,1,2026-06-16T09:53:47Z,dse~UNAIDSBosniaSequenceCollabNov2,UNAIDSSequenceResearcherNov2,,dse~UNAIDSBosniaSequenceCollabNov2@1|delta|225|45|bb8d7187b73b|roh
